subject,com_x,com_y,com_z,r_min,r_max
sub-1021,1.1450079420533328,-3.561163479653814,25.840643315840467,2.9335289810828895,84.42870055186954
sub-1185,-4.815488894078001,-9.505077225088943,11.42496993777469,5.841265089892394,95.61069148929607
sub-1108,0.9147623061318058,4.878198186212946,30.683592236279374,4.2621792393324345,92.39350953934903
sub-1147,5.0048898951702085,-8.56765222784515,15.313292784135328,4.008013465630249,85.79075536626137
sub-1273,-3.1872695407116254,17.100933216408194,3.701441154822618,4.9486066949375305,97.1473781674954
sub-1103,3.9597686464346253,0.5556667847326464,41.391765610640554,3.916510198637802,89.1469793548669
sub-1145,4.921378880992549,-1.559381162742115,18.199251081064908,2.2897518342317547,91.65555027390644
sub-1072,-7.426653896794278,10.041907195111463,6.570249136918463,7.90222291680512,94.59947826104352
sub-1009,-1.0104610962565772,-0.09383483027045258,8.184676075960269,6.754142892640631,92.44685026497076
sub-1031,-1.8157969054881704,-0.3464912473282453,24.114048276517394,2.9337892171603053,93.26127224112268
sub-1010,-1.157852262869767,-8.458709651964924,12.265298759113385,5.131138886480303,86.49902261653298
sub-1254,2.1139731661220367,18.752659424646282,8.662581837010478,5.902325518927912,97.64530920177837
sub-1037,-9.871761450150956,-1.0035050025236956,34.61816697483491,7.453529135027971,91.43337681883216
sub-1123,2.7167884718186883,-9.671884399922783,-3.3281677566388055,6.639931891986254,81.52898761138864
sub-1250,-0.2779719745528979,10.63604206842291,4.002789644682466,10.147117925727045,91.19930103247523
sub-1162,-5.82208061180998,-13.546378212536254,0.15842050197500157,5.481733034817071,90.77603816591349
sub-1000,-2.228621535188239,1.4633004175994415,17.494698564741455,8.845571465274835,93.77466824094223
sub-1197,-4.402610057938119,-0.7466081238477189,17.636944975274346,6.699972376095096,93.59228016914095
sub-1252,-1.6459398409143233,14.630330298068145,3.1192985060312566,7.97002025746877,92.01186484808098
sub-1128,3.6958712172102395,-0.786931539399923,19.086142507981158,8.46474821163878,86.61593526232481
sub-1095,0.013295030042812073,2.5669761488821337,23.54748223311917,9.288950278351216,93.32075282822235
sub-1228,2.7673304077520697,8.879307140036133,6.931790995897742,3.2940260532517143,88.72167346905893
sub-1172,-2.039669213587885,-8.844650370720336,16.047724361811348,7.743887133798042,101.22785165806684
sub-1092,4.2762508999230135,-3.6648573513069636,11.248900314047837,4.976152509036068,91.5436210272305
sub-1224,-3.1312878559783996,9.519684444640845,22.513694985757752,4.912267774954951,94.54443672033095
sub-1097,0.9706098024992826,-7.030309989448217,20.72359893218625,8.942876006612323,84.91431855306617
sub-1243,-5.888119922164009,17.52973846981864,8.237566665971201,8.868082998046695,96.19011268029443
sub-1008,0.33260171803189564,4.87156585400011,26.75820626282161,5.512617997747611,96.40357341108738
sub-1096,6.856631641870081,1.689042049921511,27.155866606311655,7.488387462529899,88.77087105703534
sub-1212,1.3914527936152865,-0.6385382754398234,6.126111180750058,5.386355469412672,89.80087575651629
sub-1121,3.101395319179531,-3.9476779494092527,14.598300157067236,2.6668694306137724,88.34779079884694
sub-1206,-0.4791083558624081,-0.8779165519805829,16.34156515493175,1.9598436706633922,92.03805904614097
sub-1053,3.7429334754196617,-11.507252264367978,25.971035640204285,7.662663590595091,88.39057332056008
sub-1173,-3.8523157313296252,6.045035524611799,20.14926002439458,6.79937867914579,102.40342939534644
sub-1058,-0.6720031223184861,2.8399294287240053,24.435328353710787,6.527890799664071,85.37451989441988
sub-1077,-3.796619960201909,2.467889035378093,29.31469089437646,7.0156906857060894,89.71832405237134
sub-1242,-3.188820329838549,25.56800847560109,8.324831883291381,7.55073494274621,99.82665904735565
sub-1247,-3.198440266847143,18.461564920141925,0.18562878695155405,4.985967650557381,95.55900058816208
sub-1116,0.14271920115947978,-4.9042929170733744,23.913081392862573,6.848163946287971,85.95829383356875
sub-1036,-4.108574619912218,0.8075406841590649,27.443642634620417,4.215646043048456,94.77438236677072
sub-1090,0.6322871099148557,-4.859078417469291,26.112135626533046,8.73629286729923,84.36645266454026
sub-1223,0.8079890107795222,9.96607072999862,27.661870347941488,8.297157610105454,91.71696049745461
sub-1171,-2.9015682448001883,-4.588095716338245,6.352051684144698,6.001114553119329,94.45805451100564
sub-1194,-0.7360901663492996,-5.928971522566628,-5.524229550956235,7.735623383890101,89.69024288377764
sub-1022,-1.9478664571987423,-3.720587067566342,32.24016206729438,3.6032518582254376,90.66532185050741
sub-1169,-5.612950913596919,-3.4886126211550694,-5.501570783302782,5.036495517659483,94.81926133701049
sub-1028,1.3878970745878547,-7.15416387941066,19.41295113921432,6.110972614204881,82.57507330257828
sub-1134,4.896054928941183,5.172603320544155,28.493218717459605,1.44617770483653,89.82301490084213
sub-1266,-4.0263188152732,18.07603414329064,6.863775570832175,6.606335225320927,93.67734392187396
sub-1271,-1.634010647629566,19.46280681020818,-0.7721655677080292,5.945703982864883,92.16603590323388
sub-1201,-1.6603764945639483,-3.2519502845264014,1.5824477127200112,4.049885450935857,90.15608840880354
sub-1283,-0.09994991233915584,22.7902886956486,6.5687575033063865,1.8403258720470577,102.42166457738817
sub-1274,-1.2648249576091786,19.01990731891709,4.25624213845866,7.176527028639549,92.94207901433906
sub-1100,4.3808315359893015,-8.317581819553569,17.922160380455686,4.254431552659859,83.4514162186212
sub-1132,5.670113484786569,1.7201143396141392,11.74326800540205,8.185592902912072,91.65015192046926
sub-1070,-5.177791252536025,12.678340571837936,9.869782017306939,8.127444568271994,88.68912849096509
sub-1205,1.3394384558705639,4.473826378258558,20.056940259610393,4.598496150225949,89.78449514003502
sub-1141,2.9186288575326955,2.614879660326547,23.94846103210046,4.0481729949536325,95.37486179257253
