subject,com_x,com_y,com_z,r_min,r_max
sub-1214,0.05599302596905886,2.0918129437856674,16.12644290075322,3.1689504839700926,89.92251036330458
sub-1063,-1.586772409598609,4.2468319648933175,17.01775709966784,10.762241403149265,97.1666662228003
sub-1011,-6.563102196356539,0.3152430070441312,26.37990838596788,4.900112800130993,97.83122567359047
sub-1052,-6.316026701995625,2.1879334645391566,25.780152914616146,4.169195971978048,83.12111472724187
sub-1193,-4.34851981620568,-11.961655912254264,-2.1794955567341816,6.474273696446957,95.96994239969854
sub-1120,7.441043649607025,2.9350070675642344,13.691499530637756,6.809911794533737,91.88070504811017
sub-1113,2.4942881954213334,0.7761883590962277,17.268561511106192,1.5421844463618914,91.78875615471021
sub-1161,-4.0370757933846875,-11.643631409560847,2.2594703614423253,5.553026140603435,95.30678880081712
sub-1257,-4.0806599571103845,17.591303322477557,5.027020986542524,5.825579939150298,96.05196891422155
sub-1168,-3.981051097481995,-9.465893785871412,16.062440662110298,6.058438678212486,98.48628034675217
sub-1200,-1.2935727964272417,-1.4874156925564819,11.647983839191227,3.9629143634753308,92.91366846595159
sub-1196,-6.5136186584837645,-1.8227607920164814,18.96455577060793,6.716535347114694,97.69402892682574
sub-1051,-5.0560338533313,-0.9355133837139107,23.22165693286661,2.355826544097705,96.047314076946
sub-1241,2.3612069941240605,22.738637139833514,-11.088551729058892,10.723265291912606,89.52104533424591
sub-1221,-2.161844034255708,12.570470236595398,-12.157879648573953,4.003517167870919,90.0258800232421
sub-1184,-5.528015701536134,-12.619784692848116,4.730312008935144,8.005722864583392,94.82544602500673
sub-1082,5.033207011567129,11.728551941869156,37.02304852965089,4.843207172776384,93.39348458472566
sub-1199,-1.1715139214376364,-1.0955743959762316,24.12260672061386,5.597668992612223,91.310908035482
sub-1062,-1.1899505578142708,-2.548567722968002,-0.5565991093398566,6.784923460322837,90.12519746173359
sub-1079,6.528117397752212,9.31690726380485,19.31884251737864,3.935497432934766,93.5564842463163
sub-1276,-3.1736935358010214,19.363852141947433,26.948023712747954,4.366888466983683,96.92489043537144
sub-1002,1.4016321527968216,-1.6616618641369598,6.3418213811213136,10.728978726527334,89.33278738099186
sub-1013,1.5077056724994833,-0.7919342011421833,20.320972079245642,5.643914028012126,90.18600647036222
